HomeTeam,AwayTeam,HomeGoal,AwayGoal,HomeShot,AwayShot,HomeShotOnTarget,AwayShotOnTarget,GoalDifference,Result,HomeShotQuality,AwayShotQuality,HomeShotConversion,AwayShotConversion
Brighton,Southampton,1,2,12.0,10.0,4.0,3.0,-1,Away Wins,33.33333333333333,30.0,8.333333333333332,20.0
Leeds,West Ham,1,2,13.0,19.0,7.0,8.0,-1,Away Wins,53.84615384615385,42.10526315789473,7.6923076923076925,10.526315789473683
Wolves,Aston Villa,0,1,16.0,13.0,7.0,2.0,-1,Away Wins,43.75,15.384615384615385,0.0,7.6923076923076925
Newcastle,West Brom,2,1,12.0,13.0,7.0,3.0,1,Home Wins,58.333333333333336,23.076923076923077,16.666666666666664,7.6923076923076925
Man United,Man City,0,0,11.0,9.0,2.0,2.0,0,Draw,18.181818181818183,22.22222222222222,0.0,0.0
Everton,Chelsea,1,0,9.0,10.0,4.0,3.0,1,Home Wins,44.44444444444444,30.0,11.11111111111111,0.0
Southampton,Sheffield United,3,0,16.0,3.0,6.0,0.0,3,Home Wins,37.5,0.0,18.75,0.0
Crystal Palace,Tottenham,1,1,16.0,14.0,5.0,6.0,0,Draw,31.25,42.857142857142854,6.25,7.142857142857142
Fulham,Liverpool,1,1,10.0,12.0,5.0,6.0,0,Draw,50.0,50.0,10.0,8.333333333333332
Arsenal,Burnley,0,1,18.0,10.0,6.0,2.0,-1,Away Wins,33.33333333333333,20.0,0.0,10.0
Leicester,Brighton,3,0,15.0,12.0,6.0,4.0,3,Home Wins,40.0,33.33333333333333,20.0,0.0
Wolves,Chelsea,2,1,12.0,13.0,4.0,3.0,1,Home Wins,33.33333333333333,23.076923076923077,16.666666666666664,7.6923076923076925
Man City,West Brom,1,1,26.0,5.0,7.0,1.0,0,Draw,26.923076923076923,20.0,3.8461538461538463,20.0
Arsenal,Southampton,1,1,9.0,13.0,4.0,3.0,0,Draw,44.44444444444444,23.076923076923077,11.11111111111111,7.6923076923076925
Leeds,Newcastle,5,2,25.0,10.0,10.0,4.0,3,Home Wins,40.0,40.0,20.0,20.0
Leicester,Everton,0,2,14.0,11.0,2.0,6.0,-2,Away Wins,14.285714285714285,54.54545454545454,0.0,18.181818181818183
Fulham,Brighton,0,0,9.0,9.0,4.0,4.0,0,Draw,44.44444444444444,44.44444444444444,0.0,0.0
Liverpool,Tottenham,2,1,17.0,8.0,11.0,2.0,1,Home Wins,64.70588235294117,25.0,11.76470588235294,12.5
West Ham,Crystal Palace,1,1,9.0,8.0,2.0,2.0,0,Draw,22.22222222222222,25.0,11.11111111111111,12.5
Aston Villa,Burnley,0,0,27.0,6.0,7.0,4.0,0,Draw,25.925925925925924,66.66666666666666,0.0,0.0
Sheffield United,Man United,2,3,12.0,14.0,6.0,8.0,-1,Away Wins,50.0,57.14285714285714,16.666666666666664,21.428571428571427
Crystal Palace,Liverpool,0,7,5.0,14.0,3.0,8.0,-7,Away Wins,60.0,57.14285714285714,0.0,50.0
Southampton,Man City,0,1,9.0,11.0,3.0,5.0,-1,Away Wins,33.33333333333333,45.45454545454545,0.0,9.090909090909092
Everton,Arsenal,2,1,9.0,13.0,2.0,2.0,1,Home Wins,22.22222222222222,15.384615384615385,22.22222222222222,7.6923076923076925
Newcastle,Fulham,1,1,12.0,11.0,5.0,4.0,0,Draw,41.66666666666667,36.36363636363637,8.333333333333332,9.090909090909092
Brighton,Sheffield United,1,1,21.0,5.0,5.0,3.0,0,Draw,23.809523809523807,60.0,4.761904761904762,20.0
Tottenham,Leicester,0,2,8.0,17.0,3.0,4.0,-2,Away Wins,37.5,23.52941176470588,0.0,11.76470588235294
Man United,Leeds,6,2,26.0,17.0,14.0,3.0,4,Home Wins,53.84615384615385,17.647058823529413,23.076923076923077,11.76470588235294
West Brom,Aston Villa,0,3,1.0,19.0,1.0,10.0,-3,Away Wins,100.0,52.63157894736842,0.0,15.789473684210526
Burnley,Wolves,2,1,10.0,15.0,4.0,3.0,1,Home Wins,40.0,20.0,20.0,6.666666666666667
Chelsea,West Ham,3,0,11.0,6.0,7.0,0.0,3,Home Wins,63.63636363636363,0.0,27.27272727272727,0.0
Leicester,Man United,2,2,10.0,9.0,2.0,4.0,0,Draw,20.0,44.44444444444444,20.0,22.22222222222222
Aston Villa,Crystal Palace,3,0,21.0,13.0,10.0,6.0,3,Home Wins,47.61904761904761,46.15384615384615,14.285714285714285,0.0
Fulham,Southampton,0,0,10.0,3.0,1.0,2.0,0,Draw,10.0,66.66666666666666,0.0,0.0
Arsenal,Chelsea,3,1,15.0,19.0,7.0,3.0,2,Home Wins,46.666666666666664,15.789473684210526,20.0,5.263157894736842
Man City,Newcastle,2,0,11.0,7.0,6.0,2.0,2,Home Wins,54.54545454545454,28.57142857142857,18.181818181818183,0.0
Sheffield United,Everton,0,1,10.0,7.0,2.0,3.0,-1,Away Wins,20.0,42.857142857142854,0.0,14.285714285714285
Leeds,Burnley,1,0,11.0,14.0,4.0,6.0,1,Home Wins,36.36363636363637,42.857142857142854,9.090909090909092,0.0
West Ham,Brighton,2,2,11.0,13.0,4.0,4.0,0,Draw,36.36363636363637,30.76923076923077,18.181818181818183,15.384615384615385
Liverpool,West Brom,1,1,17.0,5.0,2.0,3.0,0,Draw,11.76470588235294,60.0,5.88235294117647,20.0
Wolves,Tottenham,1,1,11.0,6.0,6.0,3.0,0,Draw,54.54545454545454,50.0,9.090909090909092,16.666666666666664
Crystal Palace,Leicester,1,1,4.0,17.0,1.0,3.0,0,Draw,25.0,17.647058823529413,25.0,5.88235294117647
Chelsea,Aston Villa,1,1,16.0,10.0,5.0,2.0,0,Draw,31.25,20.0,6.25,10.0
Brighton,Arsenal,0,1,13.0,11.0,2.0,3.0,-1,Away Wins,15.384615384615385,27.27272727272727,0.0,9.090909090909092
Burnley,Sheffield United,1,0,5.0,7.0,3.0,3.0,1,Home Wins,60.0,42.857142857142854,20.0,0.0
Southampton,West Ham,0,0,8.0,8.0,3.0,3.0,0,Draw,37.5,37.5,0.0,0.0
West Brom,Leeds,0,5,4.0,14.0,1.0,6.0,-5,Away Wins,25.0,42.857142857142854,0.0,35.714285714285715
Man United,Wolves,1,0,11.0,9.0,3.0,5.0,1,Home Wins,27.27272727272727,55.55555555555556,9.090909090909092,0.0
Newcastle,Liverpool,0,0,8.0,11.0,2.0,4.0,0,Draw,25.0,36.36363636363637,0.0,0.0
Everton,West Ham,0,1,10.0,11.0,2.0,5.0,-1,Away Wins,20.0,45.45454545454545,0.0,9.090909090909092
Man United,Aston Villa,2,1,19.0,5.0,9.0,5.0,1,Home Wins,47.368421052631575,100.0,10.526315789473683,20.0
Tottenham,Leeds,3,0,20.0,18.0,7.0,5.0,3,Home Wins,35.0,27.77777777777778,15.0,0.0
Crystal Palace,Sheffield United,2,0,9.0,7.0,4.0,2.0,2,Home Wins,44.44444444444444,28.57142857142857,22.22222222222222,0.0
Brighton,Wolves,3,3,13.0,11.0,4.0,4.0,0,Draw,30.76923076923077,36.36363636363637,23.076923076923077,27.27272727272727
West Brom,Arsenal,0,4,7.0,21.0,3.0,12.0,-4,Away Wins,42.857142857142854,57.14285714285714,0.0,19.047619047619047
Newcastle,Leicester,1,2,8.0,9.0,2.0,3.0,-1,Away Wins,25.0,33.33333333333333,12.5,22.22222222222222
Chelsea,Man City,1,3,9.0,18.0,2.0,6.0,-2,Away Wins,22.22222222222222,33.33333333333333,11.11111111111111,16.666666666666664
Southampton,Liverpool,1,0,7.0,17.0,3.0,1.0,1,Home Wins,42.857142857142854,5.88235294117647,14.285714285714285,0.0
Sheffield United,Newcastle,1,0,17.0,7.0,4.0,3.0,1,Home Wins,23.52941176470588,42.857142857142854,5.88235294117647,0.0
Burnley,Man United,0,1,11.0,13.0,0.0,7.0,-1,Away Wins,0.0,53.84615384615385,0.0,7.6923076923076925
Wolves,Everton,1,2,12.0,5.0,3.0,3.0,-1,Away Wins,25.0,60.0,8.333333333333332,40.0
Man City,Brighton,1,0,16.0,5.0,6.0,1.0,1,Home Wins,37.5,20.0,6.25,0.0
Tottenham,Fulham,1,1,15.0,15.0,6.0,4.0,0,Draw,40.0,26.666666666666668,6.666666666666667,6.666666666666667
Arsenal,Crystal Palace,0,0,11.0,12.0,4.0,2.0,0,Draw,36.36363636363637,16.666666666666664,0.0,0.0
Wolves,West Brom,2,3,23.0,12.0,6.0,5.0,-1,Away Wins,26.08695652173913,41.66666666666667,8.695652173913043,25.0
Leeds,Brighton,0,1,7.0,7.0,2.0,2.0,-1,Away Wins,28.57142857142857,28.57142857142857,0.0,14.285714285714285
West Ham,Burnley,1,0,15.0,10.0,4.0,2.0,1,Home Wins,26.666666666666668,20.0,6.666666666666667,0.0
Fulham,Chelsea,0,1,10.0,21.0,3.0,6.0,-1,Away Wins,30.0,28.57142857142857,0.0,4.761904761904762
Leicester,Southampton,2,0,16.0,8.0,5.0,3.0,2,Home Wins,31.25,37.5,12.5,0.0
Sheffield United,Tottenham,1,3,15.0,14.0,5.0,5.0,-2,Away Wins,33.33333333333333,35.714285714285715,6.666666666666667,21.428571428571427
Liverpool,Man United,0,0,17.0,8.0,3.0,4.0,0,Draw,17.647058823529413,50.0,0.0,0.0
Man City,Crystal Palace,4,0,13.0,2.0,6.0,0.0,4,Home Wins,46.15384615384615,0.0,30.76923076923077,0.0
Arsenal,Newcastle,3,0,20.0,4.0,6.0,1.0,3,Home Wins,30.0,25.0,15.0,0.0
West Ham,West Brom,2,1,14.0,6.0,6.0,2.0,1,Home Wins,42.857142857142854,33.33333333333333,14.285714285714285,16.666666666666664
Leicester,Chelsea,2,0,8.0,9.0,6.0,5.0,2,Home Wins,75.0,55.55555555555556,25.0,0.0
Man City,Aston Villa,2,0,28.0,11.0,9.0,4.0,2,Home Wins,32.142857142857146,36.36363636363637,7.142857142857142,0.0
Fulham,Man United,1,2,12.0,15.0,5.0,5.0,-1,Away Wins,41.66666666666667,33.33333333333333,8.333333333333332,13.333333333333334
Liverpool,Burnley,0,1,27.0,6.0,6.0,4.0,-1,Away Wins,22.22222222222222,66.66666666666666,0.0,16.666666666666664
Aston Villa,Newcastle,2,0,14.0,7.0,5.0,1.0,2,Home Wins,35.714285714285715,14.285714285714285,14.285714285714285,0.0
Crystal Palace,West Ham,2,3,6.0,17.0,3.0,7.0,-1,Away Wins,50.0,41.17647058823529,33.33333333333333,17.647058823529413
Newcastle,Leeds,1,2,22.0,9.0,5.0,2.0,-1,Away Wins,22.727272727272727,22.22222222222222,4.545454545454546,22.22222222222222
Southampton,Arsenal,1,3,13.0,9.0,5.0,5.0,-2,Away Wins,38.46153846153847,55.55555555555556,7.6923076923076925,33.33333333333333
West Brom,Man City,0,5,4.0,18.0,1.0,7.0,-5,Away Wins,25.0,38.88888888888889,0.0,27.77777777777778
Burnley,Aston Villa,3,2,10.0,18.0,5.0,10.0,1,Home Wins,50.0,55.55555555555556,30.0,11.11111111111111
Chelsea,Wolves,0,0,14.0,4.0,5.0,0.0,0,Draw,35.714285714285715,0.0,0.0,0.0
Brighton,Fulham,0,0,16.0,10.0,5.0,3.0,0,Draw,31.25,30.0,0.0,0.0
Everton,Leicester,1,1,8.0,19.0,2.0,6.0,0,Draw,25.0,31.57894736842105,12.5,5.263157894736842
Man United,Sheffield United,1,2,16.0,5.0,4.0,3.0,-1,Away Wins,25.0,60.0,6.25,40.0
Tottenham,Liverpool,1,3,3.0,14.0,2.0,7.0,-2,Away Wins,66.66666666666666,50.0,33.33333333333333,21.428571428571427
Everton,Newcastle,0,2,11.0,13.0,3.0,3.0,-2,Away Wins,27.27272727272727,23.076923076923077,0.0,15.384615384615385
Crystal Palace,Wolves,1,0,11.0,6.0,2.0,4.0,1,Home Wins,18.181818181818183,66.66666666666666,9.090909090909092,0.0
Man City,Sheffield United,1,0,10.0,4.0,5.0,1.0,1,Home Wins,50.0,25.0,10.0,0.0
West Brom,Fulham,2,2,5.0,12.0,3.0,7.0,0,Draw,60.0,58.333333333333336,40.0,16.666666666666664
Arsenal,Man United,0,0,17.0,14.0,3.0,3.0,0,Draw,17.647058823529413,21.428571428571427,0.0,0.0
Southampton,Aston Villa,0,1,20.0,8.0,5.0,4.0,-1,Away Wins,25.0,50.0,0.0,12.5
Chelsea,Burnley,2,0,19.0,1.0,8.0,0.0,2,Home Wins,42.10526315789473,0.0,10.526315789473683,0.0
Leicester,Leeds,1,3,18.0,8.0,8.0,7.0,-2,Away Wins,44.44444444444444,87.5,5.555555555555555,37.5
West Ham,Liverpool,1,3,8.0,14.0,2.0,5.0,-2,Away Wins,25.0,35.714285714285715,12.5,21.428571428571427
Brighton,Tottenham,1,0,16.0,8.0,5.0,4.0,1,Home Wins,31.25,50.0,6.25,0.0
Sheffield United,West Brom,2,1,14.0,8.0,6.0,4.0,1,Home Wins,42.857142857142854,50.0,14.285714285714285,12.5
Wolves,Arsenal,2,1,11.0,9.0,7.0,3.0,1,Home Wins,63.63636363636363,33.33333333333333,18.181818181818183,11.11111111111111
Man United,Southampton,9,0,24.0,3.0,14.0,1.0,9,Home Wins,58.333333333333336,33.33333333333333,37.5,0.0
Newcastle,Crystal Palace,1,2,21.0,6.0,5.0,3.0,-1,Away Wins,23.809523809523807,50.0,4.761904761904762,33.33333333333333
Burnley,Man City,0,2,2.0,17.0,0.0,6.0,-2,Away Wins,0.0,35.294117647058826,0.0,11.76470588235294
Fulham,Leicester,0,2,8.0,9.0,1.0,5.0,-2,Away Wins,12.5,55.55555555555556,0.0,22.22222222222222
Leeds,Everton,1,2,16.0,10.0,7.0,6.0,-1,Away Wins,43.75,60.0,6.25,20.0
Aston Villa,West Ham,1,3,9.0,20.0,2.0,10.0,-2,Away Wins,22.22222222222222,50.0,11.11111111111111,15.0
Liverpool,Brighton,0,1,11.0,13.0,1.0,4.0,-1,Away Wins,9.090909090909092,30.76923076923077,0.0,7.6923076923076925
Tottenham,Chelsea,0,1,7.0,18.0,2.0,2.0,-1,Away Wins,28.57142857142857,11.11111111111111,0.0,5.555555555555555
Aston Villa,Arsenal,1,0,12.0,14.0,8.0,3.0,1,Home Wins,66.66666666666666,21.428571428571427,8.333333333333332,0.0
Burnley,Brighton,1,1,20.0,10.0,7.0,2.0,0,Draw,35.0,20.0,5.0,10.0
Newcastle,Southampton,3,2,6.0,14.0,4.0,5.0,1,Home Wins,66.66666666666666,35.714285714285715,50.0,14.285714285714285
Fulham,West Ham,0,0,20.0,8.0,2.0,1.0,0,Draw,10.0,12.5,0.0,0.0
Man United,Everton,3,3,14.0,6.0,5.0,3.0,0,Draw,35.714285714285715,50.0,21.428571428571427,50.0
Tottenham,West Brom,2,0,13.0,4.0,6.0,1.0,2,Home Wins,46.15384615384615,25.0,15.384615384615385,0.0
Wolves,Leicester,0,0,13.0,13.0,1.0,3.0,0,Draw,7.6923076923076925,23.076923076923077,0.0,0.0
Liverpool,Man City,1,4,8.0,8.0,3.0,5.0,-3,Away Wins,37.5,62.5,12.5,50.0
Sheffield United,Chelsea,1,2,8.0,9.0,3.0,3.0,-1,Away Wins,37.5,33.33333333333333,12.5,22.22222222222222
Leeds,Crystal Palace,2,0,17.0,8.0,7.0,3.0,2,Home Wins,41.17647058823529,37.5,11.76470588235294,0.0
Leicester,Liverpool,3,1,11.0,15.0,6.0,4.0,2,Home Wins,54.54545454545454,26.666666666666668,27.27272727272727,6.666666666666667
Crystal Palace,Burnley,0,3,13.0,16.0,3.0,4.0,-3,Away Wins,23.076923076923077,25.0,0.0,18.75
Man City,Tottenham,3,0,15.0,7.0,6.0,3.0,3,Home Wins,40.0,42.857142857142854,20.0,0.0
Brighton,Aston Villa,0,0,26.0,4.0,9.0,1.0,0,Draw,34.61538461538461,25.0,0.0,0.0
Southampton,Wolves,1,2,7.0,10.0,3.0,4.0,-1,Away Wins,42.857142857142854,40.0,14.285714285714285,20.0
West Brom,Man United,1,1,7.0,10.0,3.0,7.0,0,Draw,42.857142857142854,70.0,14.285714285714285,10.0
Arsenal,Leeds,4,2,13.0,9.0,5.0,5.0,2,Home Wins,38.46153846153847,55.55555555555556,30.76923076923077,22.22222222222222
Everton,Fulham,0,2,7.0,12.0,2.0,3.0,-2,Away Wins,28.57142857142857,25.0,0.0,16.666666666666664
West Ham,Sheffield United,3,0,13.0,8.0,9.0,5.0,3,Home Wins,69.23076923076923,62.5,23.076923076923077,0.0
Chelsea,Newcastle,2,0,18.0,10.0,5.0,4.0,2,Home Wins,27.77777777777778,40.0,11.11111111111111,0.0
Burnley,Fulham,1,1,8.0,8.0,3.0,3.0,0,Draw,37.5,37.5,12.5,12.5
Everton,Man City,1,3,3.0,16.0,2.0,7.0,-2,Away Wins,66.66666666666666,43.75,33.33333333333333,18.75
Wolves,Leeds,1,0,15.0,18.0,5.0,7.0,1,Home Wins,33.33333333333333,38.88888888888889,6.666666666666667,0.0
Southampton,Chelsea,1,1,4.0,9.0,1.0,3.0,0,Draw,25.0,33.33333333333333,25.0,11.11111111111111
Burnley,West Brom,0,0,6.0,10.0,1.0,3.0,0,Draw,16.666666666666664,30.0,0.0,0.0
Liverpool,Everton,0,2,15.0,9.0,6.0,6.0,-2,Away Wins,40.0,66.66666666666666,0.0,22.22222222222222
Fulham,Sheffield United,1,0,15.0,4.0,7.0,2.0,1,Home Wins,46.666666666666664,50.0,6.666666666666667,0.0
West Ham,Tottenham,2,1,4.0,20.0,4.0,4.0,1,Home Wins,100.0,20.0,50.0,5.0
Aston Villa,Leicester,1,2,11.0,16.0,2.0,7.0,-1,Away Wins,18.181818181818183,43.75,9.090909090909092,12.5
Arsenal,Man City,0,1,7.0,15.0,1.0,3.0,-1,Away Wins,14.285714285714285,20.0,0.0,6.666666666666667
Man United,Newcastle,3,1,15.0,10.0,7.0,6.0,2,Home Wins,46.666666666666664,60.0,20.0,10.0
Brighton,Crystal Palace,1,2,25.0,3.0,5.0,2.0,-1,Away Wins,20.0,66.66666666666666,4.0,66.66666666666666
Leeds,Southampton,3,0,11.0,13.0,7.0,5.0,3,Home Wins,63.63636363636363,38.46153846153847,27.27272727272727,0.0
Man City,West Ham,2,1,10.0,9.0,3.0,3.0,1,Home Wins,30.0,33.33333333333333,20.0,11.11111111111111
West Brom,Brighton,1,0,6.0,15.0,2.0,6.0,1,Home Wins,33.33333333333333,40.0,16.666666666666664,0.0
Leeds,Aston Villa,0,1,13.0,9.0,3.0,4.0,-1,Away Wins,23.076923076923077,44.44444444444444,0.0,11.11111111111111
Newcastle,Wolves,1,1,19.0,14.0,7.0,4.0,0,Draw,36.84210526315789,28.57142857142857,5.263157894736842,7.142857142857142
Crystal Palace,Fulham,0,0,3.0,16.0,0.0,4.0,0,Draw,0.0,25.0,0.0,0.0
Leicester,Arsenal,1,3,8.0,12.0,3.0,4.0,-2,Away Wins,37.5,33.33333333333333,12.5,25.0
Tottenham,Burnley,4,0,16.0,10.0,7.0,3.0,4,Home Wins,43.75,30.0,25.0,0.0
Chelsea,Man United,0,0,18.0,11.0,6.0,4.0,0,Draw,33.33333333333333,36.36363636363637,0.0,0.0
Sheffield United,Liverpool,0,2,8.0,16.0,2.0,8.0,-2,Away Wins,25.0,50.0,0.0,12.5
Everton,Southampton,1,0,7.0,9.0,1.0,1.0,1,Home Wins,14.285714285714285,11.11111111111111,14.285714285714285,0.0
Man City,Wolves,4,1,22.0,6.0,10.0,1.0,3,Home Wins,45.45454545454545,16.666666666666664,18.181818181818183,16.666666666666664
Burnley,Leicester,1,1,12.0,15.0,7.0,4.0,0,Draw,58.333333333333336,26.666666666666668,8.333333333333332,6.666666666666667
Sheffield United,Aston Villa,1,0,9.0,16.0,2.0,4.0,1,Home Wins,22.22222222222222,25.0,11.11111111111111,0.0
Crystal Palace,Man United,0,0,8.0,11.0,2.0,1.0,0,Draw,25.0,9.090909090909092,0.0,0.0
Fulham,Tottenham,0,1,11.0,9.0,3.0,2.0,-1,Away Wins,27.27272727272727,22.22222222222222,0.0,11.11111111111111
West Brom,Everton,0,1,11.0,11.0,3.0,3.0,-1,Away Wins,27.27272727272727,27.27272727272727,0.0,9.090909090909092
Liverpool,Chelsea,0,1,7.0,11.0,1.0,5.0,-1,Away Wins,14.285714285714285,45.45454545454545,0.0,9.090909090909092
Burnley,Arsenal,1,1,9.0,15.0,5.0,3.0,0,Draw,55.55555555555556,20.0,11.11111111111111,6.666666666666667
Sheffield United,Southampton,0,2,8.0,15.0,2.0,5.0,-2,Away Wins,25.0,33.33333333333333,0.0,13.333333333333334
Aston Villa,Wolves,0,0,9.0,10.0,1.0,2.0,0,Draw,11.11111111111111,20.0,0.0,0.0
Brighton,Leicester,1,2,7.0,8.0,2.0,4.0,-1,Away Wins,28.57142857142857,50.0,14.285714285714285,25.0
West Brom,Newcastle,0,0,13.0,9.0,3.0,5.0,0,Draw,23.076923076923077,55.55555555555556,0.0,0.0
Liverpool,Fulham,0,1,16.0,10.0,3.0,3.0,-1,Away Wins,18.75,30.0,0.0,10.0
Man City,Man United,0,2,23.0,8.0,6.0,6.0,-2,Away Wins,26.08695652173913,75.0,0.0,25.0
Tottenham,Crystal Palace,4,1,12.0,5.0,5.0,1.0,3,Home Wins,41.66666666666667,20.0,33.33333333333333,20.0
Chelsea,Everton,2,0,19.0,7.0,9.0,1.0,2,Home Wins,47.368421052631575,14.285714285714285,10.526315789473683,0.0
West Ham,Leeds,2,0,16.0,17.0,5.0,2.0,2,Home Wins,31.25,11.76470588235294,12.5,0.0
Man City,Southampton,5,2,17.0,11.0,10.0,6.0,3,Home Wins,58.82352941176471,54.54545454545454,29.411764705882355,18.181818181818183
Newcastle,Aston Villa,1,1,12.0,15.0,3.0,6.0,0,Draw,25.0,40.0,8.333333333333332,6.666666666666667
Leeds,Chelsea,0,0,7.0,15.0,4.0,8.0,0,Draw,57.14285714285714,53.333333333333336,0.0,0.0
Crystal Palace,West Brom,1,0,6.0,12.0,4.0,1.0,1,Home Wins,66.66666666666666,8.333333333333332,16.666666666666664,0.0
Everton,Burnley,1,2,14.0,14.0,4.0,5.0,-1,Away Wins,28.57142857142857,35.714285714285715,7.142857142857142,14.285714285714285
Fulham,Man City,0,3,3.0,8.0,0.0,7.0,-3,Away Wins,0.0,87.5,0.0,37.5
Southampton,Brighton,1,2,9.0,8.0,4.0,6.0,-1,Away Wins,44.44444444444444,75.0,11.11111111111111,25.0
Leicester,Sheffield United,5,0,19.0,1.0,10.0,0.0,5,Home Wins,52.63157894736842,0.0,26.31578947368421,0.0
Arsenal,Tottenham,2,1,13.0,6.0,3.0,3.0,1,Home Wins,23.076923076923077,50.0,15.384615384615385,16.666666666666664
Man United,West Ham,1,0,15.0,7.0,4.0,0.0,1,Home Wins,26.666666666666668,0.0,6.666666666666667,0.0
Wolves,Liverpool,0,1,10.0,12.0,5.0,4.0,-1,Away Wins,50.0,33.33333333333333,0.0,8.333333333333332
Fulham,Leeds,1,2,13.0,13.0,6.0,4.0,-1,Away Wins,46.15384615384615,30.76923076923077,7.6923076923076925,15.384615384615385
Brighton,Newcastle,3,0,11.0,3.0,6.0,1.0,3,Home Wins,54.54545454545454,33.33333333333333,27.27272727272727,0.0
West Ham,Arsenal,3,3,15.0,16.0,5.0,7.0,0,Draw,33.33333333333333,43.75,20.0,18.75
Aston Villa,Tottenham,0,2,8.0,9.0,1.0,3.0,-2,Away Wins,12.5,33.33333333333333,0.0,22.22222222222222
Chelsea,West Brom,2,5,18.0,14.0,8.0,7.0,-3,Away Wins,44.44444444444444,50.0,11.11111111111111,35.714285714285715
Leeds,Sheffield United,2,1,23.0,9.0,8.0,1.0,1,Home Wins,34.78260869565217,11.11111111111111,8.695652173913043,11.11111111111111
Leicester,Man City,0,2,5.0,11.0,2.0,4.0,-2,Away Wins,40.0,36.36363636363637,0.0,18.181818181818183
Arsenal,Liverpool,0,3,3.0,16.0,2.0,7.0,-3,Away Wins,66.66666666666666,43.75,0.0,18.75
Southampton,Burnley,3,2,24.0,7.0,9.0,5.0,1,Home Wins,37.5,71.42857142857143,12.5,28.57142857142857
Newcastle,Tottenham,2,2,22.0,11.0,6.0,5.0,0,Draw,27.27272727272727,45.45454545454545,9.090909090909092,18.181818181818183
Aston Villa,Fulham,3,1,14.0,15.0,4.0,7.0,2,Home Wins,28.57142857142857,46.666666666666664,21.428571428571427,6.666666666666667
Man United,Brighton,2,1,15.0,5.0,7.0,3.0,1,Home Wins,46.666666666666664,60.0,13.333333333333334,20.0
Everton,Crystal Palace,1,1,15.0,13.0,7.0,6.0,0,Draw,46.666666666666664,46.15384615384615,6.666666666666667,7.6923076923076925
Wolves,West Ham,2,3,20.0,9.0,5.0,6.0,-1,Away Wins,25.0,66.66666666666666,10.0,33.33333333333333
Fulham,Wolves,0,1,14.0,7.0,3.0,3.0,-1,Away Wins,21.428571428571427,42.857142857142854,0.0,14.285714285714285
Man City,Leeds,1,2,29.0,2.0,7.0,2.0,-1,Away Wins,24.137931034482758,100.0,3.4482758620689653,100.0
Liverpool,Aston Villa,2,1,23.0,9.0,10.0,5.0,1,Home Wins,43.47826086956522,55.55555555555556,8.695652173913043,11.11111111111111
Crystal Palace,Chelsea,1,4,1.0,23.0,1.0,10.0,-3,Away Wins,100.0,43.47826086956522,100.0,17.391304347826086
Burnley,Newcastle,1,2,24.0,10.0,4.0,5.0,-1,Away Wins,16.666666666666664,50.0,4.166666666666666,20.0
West Ham,Leicester,3,2,4.0,15.0,4.0,5.0,1,Home Wins,100.0,33.33333333333333,75.0,13.333333333333334
Tottenham,Man United,1,3,12.0,12.0,3.0,7.0,-2,Away Wins,25.0,58.333333333333336,8.333333333333332,25.0
Sheffield United,Arsenal,0,3,7.0,14.0,2.0,5.0,-3,Away Wins,28.57142857142857,35.714285714285715,0.0,21.428571428571427
West Brom,Southampton,3,0,15.0,14.0,6.0,4.0,3,Home Wins,40.0,28.57142857142857,20.0,0.0
Brighton,Everton,0,0,23.0,8.0,3.0,1.0,0,Draw,13.043478260869565,12.5,0.0,0.0
Everton,Tottenham,2,2,18.0,12.0,7.0,3.0,0,Draw,38.88888888888889,25.0,11.11111111111111,16.666666666666664
Newcastle,West Ham,3,2,16.0,16.0,8.0,6.0,1,Home Wins,50.0,37.5,18.75,12.5
Wolves,Sheffield United,1,0,10.0,8.0,5.0,2.0,1,Home Wins,50.0,25.0,10.0,0.0
Arsenal,Fulham,1,1,18.0,3.0,5.0,1.0,0,Draw,27.77777777777778,33.33333333333333,5.555555555555555,33.33333333333333
Man United,Burnley,3,1,17.0,10.0,9.0,3.0,2,Home Wins,52.94117647058824,30.0,17.647058823529413,10.0
Leeds,Liverpool,1,1,12.0,17.0,5.0,7.0,0,Draw,41.66666666666667,41.17647058823529,8.333333333333332,5.88235294117647
Chelsea,Brighton,0,0,7.0,11.0,4.0,2.0,0,Draw,57.14285714285714,18.181818181818183,0.0,0.0
Tottenham,Southampton,2,1,12.0,10.0,3.0,5.0,1,Home Wins,25.0,50.0,16.666666666666664,10.0
Aston Villa,Man City,1,2,8.0,13.0,3.0,3.0,-1,Away Wins,37.5,23.076923076923077,12.5,15.384615384615385
Leicester,West Brom,3,0,17.0,4.0,7.0,1.0,3,Home Wins,41.17647058823529,25.0,17.647058823529413,0.0
Arsenal,Everton,0,1,14.0,8.0,3.0,1.0,-1,Away Wins,21.428571428571427,12.5,0.0,12.5
Liverpool,Newcastle,1,1,22.0,7.0,9.0,4.0,0,Draw,40.909090909090914,57.14285714285714,4.545454545454546,14.285714285714285
West Ham,Chelsea,0,1,9.0,17.0,2.0,6.0,-1,Away Wins,22.22222222222222,35.294117647058826,0.0,5.88235294117647
Sheffield United,Brighton,1,0,7.0,17.0,3.0,4.0,1,Home Wins,42.857142857142854,23.52941176470588,14.285714285714285,0.0
Wolves,Burnley,0,4,12.0,14.0,2.0,7.0,-4,Away Wins,16.666666666666664,50.0,0.0,28.57142857142857
