HomeTeam,AwayTeam,HomeGoal,AwayGoal,HomeShot,AwayShot,HomeShotOnTarget,AwayShotOnTarget,GoalDifference,Result,HomeShotQuality,AwayShotQuality,HomeShotConversion,AwayShotConversion
Brighton,West Ham,1,0,9.0,17.0,4.0,4.0,1,Home Wins,44.44444444444444,23.52941176470588,11.11111111111111,0.0
Burnley,Huddersfield,1,1,6.0,19.0,3.0,2.0,0,Draw,50.0,10.526315789473683,16.666666666666664,5.263157894736842
Crystal Palace,Wolves,0,1,11.0,7.0,4.0,2.0,-1,Away Wins,36.36363636363637,28.57142857142857,0.0,14.285714285714285
Leicester,Everton,1,2,8.0,17.0,2.0,8.0,-1,Away Wins,25.0,47.05882352941176,12.5,11.76470588235294
Man United,Newcastle,3,2,18.0,13.0,10.0,8.0,1,Home Wins,55.55555555555556,61.53846153846154,16.666666666666664,15.384615384615385
Tottenham,Cardiff,1,0,19.0,8.0,7.0,6.0,1,Home Wins,36.84210526315789,75.0,5.263157894736842,0.0
Watford,Bournemouth,0,4,14.0,10.0,2.0,7.0,-4,Away Wins,14.285714285714285,70.0,0.0,40.0
Fulham,Arsenal,1,5,21.0,9.0,4.0,7.0,-4,Away Wins,19.047619047619047,77.77777777777779,4.761904761904762,55.55555555555556
Liverpool,Man City,0,0,7.0,6.0,2.0,2.0,0,Draw,28.57142857142857,33.33333333333333,0.0,0.0
Southampton,Chelsea,0,3,15.0,21.0,6.0,6.0,-3,Away Wins,40.0,28.57142857142857,0.0,14.285714285714285
Bournemouth,Southampton,0,0,10.0,8.0,2.0,4.0,0,Draw,20.0,50.0,0.0,0.0
Cardiff,Fulham,4,2,22.0,9.0,5.0,4.0,2,Home Wins,22.727272727272727,44.44444444444444,18.181818181818183,22.22222222222222
Chelsea,Man United,2,2,21.0,7.0,6.0,4.0,0,Draw,28.57142857142857,57.14285714285714,9.523809523809524,28.57142857142857
Huddersfield,Liverpool,0,1,13.0,11.0,1.0,2.0,-1,Away Wins,7.6923076923076925,18.181818181818183,0.0,9.090909090909092
Man City,Burnley,5,0,24.0,5.0,10.0,0.0,5,Home Wins,41.66666666666667,0.0,20.833333333333336,0.0
Newcastle,Brighton,0,1,27.0,8.0,6.0,2.0,-1,Away Wins,22.22222222222222,25.0,0.0,12.5
West Ham,Tottenham,0,1,13.0,10.0,4.0,2.0,-1,Away Wins,30.76923076923077,20.0,0.0,10.0
Wolves,Watford,0,2,10.0,9.0,1.0,3.0,-2,Away Wins,10.0,33.33333333333333,0.0,22.22222222222222
Everton,Crystal Palace,2,0,20.0,7.0,4.0,3.0,2,Home Wins,20.0,42.857142857142854,10.0,0.0
Arsenal,Leicester,3,1,19.0,8.0,6.0,2.0,2,Home Wins,31.57894736842105,25.0,15.789473684210526,12.5
Brighton,Wolves,1,0,2.0,25.0,1.0,7.0,1,Home Wins,50.0,28.000000000000004,50.0,0.0
Fulham,Bournemouth,0,3,11.0,12.0,1.0,5.0,-3,Away Wins,9.090909090909092,41.66666666666667,0.0,25.0
Leicester,West Ham,1,1,21.0,11.0,7.0,3.0,0,Draw,33.33333333333333,27.27272727272727,4.761904761904762,9.090909090909092
Liverpool,Cardiff,4,1,19.0,2.0,7.0,1.0,3,Home Wins,36.84210526315789,50.0,21.052631578947366,50.0
Southampton,Newcastle,0,0,22.0,6.0,4.0,0.0,0,Draw,18.181818181818183,0.0,0.0,0.0
Watford,Huddersfield,3,0,12.0,13.0,6.0,7.0,3,Home Wins,50.0,53.84615384615385,25.0,0.0
Burnley,Chelsea,0,4,7.0,24.0,1.0,8.0,-4,Away Wins,14.285714285714285,33.33333333333333,0.0,16.666666666666664
Crystal Palace,Arsenal,2,2,16.0,7.0,3.0,2.0,0,Draw,18.75,28.57142857142857,12.5,28.57142857142857
Man United,Everton,2,1,14.0,14.0,10.0,6.0,1,Home Wins,71.42857142857143,42.857142857142854,14.285714285714285,7.142857142857142
Tottenham,Man City,0,1,4.0,13.0,1.0,6.0,-1,Away Wins,25.0,46.15384615384615,0.0,7.6923076923076925
Arsenal,Liverpool,1,1,12.0,13.0,4.0,4.0,0,Draw,33.33333333333333,30.76923076923077,8.333333333333332,7.6923076923076925
Bournemouth,Man United,1,2,18.0,18.0,7.0,8.0,-1,Away Wins,38.88888888888889,44.44444444444444,5.555555555555555,11.11111111111111
Cardiff,Leicester,0,1,11.0,13.0,2.0,5.0,-1,Away Wins,18.181818181818183,38.46153846153847,0.0,7.6923076923076925
Everton,Brighton,3,1,14.0,5.0,3.0,3.0,2,Home Wins,21.428571428571427,60.0,21.428571428571427,20.0
Newcastle,Watford,1,0,10.0,16.0,2.0,1.0,1,Home Wins,20.0,6.25,10.0,0.0
West Ham,Burnley,4,2,22.0,6.0,10.0,3.0,2,Home Wins,45.45454545454545,50.0,18.181818181818183,33.33333333333333
Wolves,Tottenham,2,3,16.0,10.0,7.0,8.0,-1,Away Wins,43.75,80.0,12.5,30.0
Chelsea,Crystal Palace,3,1,15.0,7.0,6.0,2.0,2,Home Wins,40.0,28.57142857142857,20.0,14.285714285714285
Man City,Southampton,6,1,18.0,12.0,8.0,6.0,5,Home Wins,44.44444444444444,50.0,33.33333333333333,8.333333333333332
Huddersfield,Fulham,1,0,10.0,7.0,2.0,1.0,1,Home Wins,20.0,14.285714285714285,10.0,0.0
Cardiff,Brighton,2,1,20.0,7.0,6.0,3.0,1,Home Wins,30.0,42.857142857142854,10.0,14.285714285714285
Crystal Palace,Tottenham,0,1,11.0,11.0,4.0,2.0,-1,Away Wins,36.36363636363637,18.181818181818183,0.0,9.090909090909092
Huddersfield,West Ham,1,1,15.0,12.0,7.0,5.0,0,Draw,46.666666666666664,41.66666666666667,6.666666666666667,8.333333333333332
Leicester,Burnley,0,0,22.0,6.0,5.0,1.0,0,Draw,22.727272727272727,16.666666666666664,0.0,0.0
Newcastle,Bournemouth,2,1,18.0,14.0,6.0,4.0,1,Home Wins,33.33333333333333,28.57142857142857,11.11111111111111,7.142857142857142
Southampton,Watford,1,1,14.0,12.0,4.0,6.0,0,Draw,28.57142857142857,50.0,7.142857142857142,8.333333333333332
Arsenal,Wolves,1,1,10.0,12.0,3.0,5.0,0,Draw,30.0,41.66666666666667,10.0,8.333333333333332
Chelsea,Everton,0,0,15.0,6.0,4.0,1.0,0,Draw,26.666666666666668,16.666666666666664,0.0,0.0
Liverpool,Fulham,2,0,20.0,8.0,7.0,3.0,2,Home Wins,35.0,37.5,10.0,0.0
Man City,Man United,3,1,17.0,6.0,5.0,1.0,2,Home Wins,29.411764705882355,16.666666666666664,17.647058823529413,16.666666666666664
Brighton,Leicester,1,1,14.0,8.0,3.0,3.0,0,Draw,21.428571428571427,37.5,7.142857142857142,12.5
Everton,Cardiff,1,0,16.0,7.0,8.0,1.0,1,Home Wins,50.0,14.285714285714285,6.25,0.0
Fulham,Southampton,3,2,10.0,19.0,5.0,8.0,1,Home Wins,50.0,42.10526315789473,30.0,10.526315789473683
Man United,Crystal Palace,0,0,12.0,13.0,5.0,2.0,0,Draw,41.66666666666667,15.384615384615385,0.0,0.0
Tottenham,Chelsea,3,1,18.0,13.0,9.0,2.0,2,Home Wins,50.0,15.384615384615385,16.666666666666664,7.6923076923076925
Watford,Liverpool,0,3,5.0,10.0,1.0,7.0,-3,Away Wins,20.0,70.0,0.0,30.0
West Ham,Man City,0,4,9.0,9.0,1.0,6.0,-4,Away Wins,11.11111111111111,66.66666666666666,0.0,44.44444444444444
Bournemouth,Arsenal,1,2,11.0,20.0,5.0,4.0,-1,Away Wins,45.45454545454545,20.0,9.090909090909092,10.0
Wolves,Huddersfield,0,2,12.0,14.0,3.0,6.0,-2,Away Wins,25.0,42.857142857142854,0.0,14.285714285714285
Burnley,Newcastle,1,2,14.0,17.0,4.0,3.0,-1,Away Wins,28.57142857142857,17.647058823529413,7.142857142857142,11.76470588235294
Cardiff,Wolves,2,1,17.0,15.0,3.0,4.0,1,Home Wins,17.647058823529413,26.666666666666668,11.76470588235294,6.666666666666667
Crystal Palace,Burnley,2,0,29.0,4.0,9.0,0.0,2,Home Wins,31.03448275862069,0.0,6.896551724137931,0.0
Huddersfield,Brighton,1,2,7.0,14.0,2.0,6.0,-1,Away Wins,28.57142857142857,42.857142857142854,14.285714285714285,14.285714285714285
Leicester,Watford,2,0,7.0,8.0,3.0,0.0,2,Home Wins,42.857142857142854,0.0,28.57142857142857,0.0
Man City,Bournemouth,3,1,16.0,4.0,6.0,1.0,2,Home Wins,37.5,25.0,18.75,25.0
Newcastle,West Ham,0,3,16.0,7.0,4.0,4.0,-3,Away Wins,25.0,57.14285714285714,0.0,42.857142857142854
Southampton,Man United,2,2,16.0,11.0,6.0,5.0,0,Draw,37.5,45.45454545454545,12.5,18.181818181818183
Arsenal,Tottenham,4,2,22.0,11.0,7.0,6.0,2,Home Wins,31.818181818181817,54.54545454545454,18.181818181818183,18.181818181818183
Chelsea,Fulham,2,0,16.0,9.0,9.0,4.0,2,Home Wins,56.25,44.44444444444444,12.5,0.0
Liverpool,Everton,1,0,16.0,9.0,3.0,3.0,1,Home Wins,18.75,33.33333333333333,6.25,0.0
Bournemouth,Huddersfield,2,1,6.0,23.0,2.0,6.0,1,Home Wins,33.33333333333333,26.08695652173913,33.33333333333333,4.3478260869565215
Brighton,Crystal Palace,3,1,9.0,18.0,3.0,5.0,2,Home Wins,33.33333333333333,27.77777777777778,33.33333333333333,5.555555555555555
Watford,Man City,1,2,11.0,15.0,7.0,7.0,-1,Away Wins,63.63636363636363,46.666666666666664,9.090909090909092,13.333333333333334
West Ham,Cardiff,3,1,17.0,9.0,11.0,5.0,2,Home Wins,64.70588235294117,55.55555555555556,17.647058823529413,11.11111111111111
Burnley,Liverpool,1,3,10.0,18.0,6.0,12.0,-2,Away Wins,60.0,66.66666666666666,10.0,16.666666666666664
Everton,Newcastle,1,1,19.0,8.0,3.0,5.0,0,Draw,15.789473684210526,62.5,5.263157894736842,12.5
Fulham,Leicester,1,1,25.0,13.0,7.0,5.0,0,Draw,28.000000000000004,38.46153846153847,4.0,7.6923076923076925
Man United,Arsenal,2,2,10.0,9.0,7.0,4.0,0,Draw,70.0,44.44444444444444,20.0,22.22222222222222
Tottenham,Southampton,3,1,13.0,18.0,8.0,5.0,2,Home Wins,61.53846153846154,27.77777777777778,23.076923076923077,5.555555555555555
Wolves,Chelsea,2,1,6.0,17.0,2.0,3.0,1,Home Wins,33.33333333333333,17.647058823529413,33.33333333333333,5.88235294117647
Arsenal,Huddersfield,1,0,14.0,6.0,2.0,0.0,1,Home Wins,14.285714285714285,0.0,7.142857142857142,0.0
Bournemouth,Liverpool,0,4,8.0,10.0,2.0,4.0,-4,Away Wins,25.0,40.0,0.0,40.0
Burnley,Brighton,1,0,14.0,14.0,4.0,1.0,1,Home Wins,28.57142857142857,7.142857142857142,7.142857142857142,0.0
Cardiff,Southampton,1,0,13.0,12.0,4.0,1.0,1,Home Wins,30.76923076923077,8.333333333333332,7.6923076923076925,0.0
Chelsea,Man City,2,0,8.0,14.0,5.0,4.0,2,Home Wins,62.5,28.57142857142857,25.0,0.0
Leicester,Tottenham,0,2,11.0,7.0,3.0,2.0,-2,Away Wins,27.27272727272727,28.57142857142857,0.0,28.57142857142857
Man United,Fulham,4,1,20.0,10.0,11.0,4.0,3,Home Wins,55.00000000000001,40.0,20.0,10.0
West Ham,Crystal Palace,3,2,13.0,8.0,6.0,4.0,1,Home Wins,46.15384615384615,50.0,23.076923076923077,25.0
Newcastle,Wolves,1,2,12.0,13.0,4.0,6.0,-1,Away Wins,33.33333333333333,46.15384615384615,8.333333333333332,15.384615384615385
Everton,Watford,2,2,12.0,15.0,5.0,3.0,0,Draw,41.66666666666667,20.0,16.666666666666664,13.333333333333334
Crystal Palace,Leicester,1,0,8.0,12.0,1.0,2.0,1,Home Wins,12.5,16.666666666666664,12.5,0.0
Fulham,West Ham,0,2,16.0,6.0,4.0,3.0,-2,Away Wins,25.0,50.0,0.0,33.33333333333333
Huddersfield,Newcastle,0,1,15.0,8.0,5.0,5.0,-1,Away Wins,33.33333333333333,62.5,0.0,12.5
Man City,Everton,3,1,13.0,9.0,5.0,2.0,2,Home Wins,38.46153846153847,22.22222222222222,23.076923076923077,11.11111111111111
Tottenham,Burnley,1,0,15.0,4.0,3.0,0.0,1,Home Wins,20.0,0.0,6.666666666666667,0.0
Watford,Cardiff,3,2,17.0,10.0,8.0,3.0,1,Home Wins,47.05882352941176,30.0,17.647058823529413,20.0
Wolves,Bournemouth,2,0,9.0,13.0,3.0,3.0,2,Home Wins,33.33333333333333,23.076923076923077,22.22222222222222,0.0
Brighton,Chelsea,1,2,6.0,10.0,2.0,3.0,-1,Away Wins,33.33333333333333,30.0,16.666666666666664,20.0
Liverpool,Man United,3,1,36.0,6.0,11.0,2.0,2,Home Wins,30.555555555555557,33.33333333333333,8.333333333333332,16.666666666666664
Southampton,Arsenal,3,2,12.0,13.0,7.0,4.0,1,Home Wins,58.333333333333336,30.76923076923077,25.0,15.384615384615385
Wolves,Liverpool,0,2,11.0,15.0,5.0,6.0,-2,Away Wins,45.45454545454545,40.0,0.0,13.333333333333334
Arsenal,Burnley,3,1,10.0,7.0,6.0,2.0,2,Home Wins,60.0,28.57142857142857,30.0,14.285714285714285
Bournemouth,Brighton,2,0,14.0,10.0,3.0,5.0,2,Home Wins,21.428571428571427,50.0,14.285714285714285,0.0
Cardiff,Man United,1,5,9.0,17.0,3.0,9.0,-4,Away Wins,33.33333333333333,52.94117647058824,11.11111111111111,29.411764705882355
Chelsea,Leicester,0,1,17.0,8.0,5.0,3.0,-1,Away Wins,29.411764705882355,37.5,0.0,12.5
Huddersfield,Southampton,1,3,16.0,13.0,5.0,6.0,-2,Away Wins,31.25,46.15384615384615,6.25,23.076923076923077
Man City,Crystal Palace,2,3,19.0,5.0,5.0,3.0,-1,Away Wins,26.31578947368421,60.0,10.526315789473683,60.0
Newcastle,Fulham,0,0,9.0,4.0,0.0,2.0,0,Draw,0.0,50.0,0.0,0.0
West Ham,Watford,0,2,18.0,11.0,7.0,5.0,-2,Away Wins,38.88888888888889,45.45454545454545,0.0,18.181818181818183
Everton,Tottenham,2,6,10.0,17.0,3.0,8.0,-4,Away Wins,30.0,47.05882352941176,20.0,35.294117647058826
Brighton,Arsenal,1,1,12.0,7.0,3.0,4.0,0,Draw,25.0,57.14285714285714,8.333333333333332,14.285714285714285
Burnley,Everton,1,5,11.0,13.0,4.0,6.0,-4,Away Wins,36.36363636363637,46.15384615384615,9.090909090909092,38.46153846153847
Crystal Palace,Cardiff,0,0,31.0,9.0,5.0,4.0,0,Draw,16.129032258064516,44.44444444444444,0.0,0.0
Fulham,Wolves,1,1,11.0,14.0,9.0,5.0,0,Draw,81.81818181818183,35.714285714285715,9.090909090909092,7.142857142857142
Leicester,Man City,2,1,10.0,11.0,5.0,4.0,1,Home Wins,50.0,36.36363636363637,20.0,9.090909090909092
Liverpool,Newcastle,4,0,16.0,6.0,8.0,2.0,4,Home Wins,50.0,33.33333333333333,25.0,0.0
Man United,Huddersfield,3,1,16.0,10.0,10.0,2.0,2,Home Wins,62.5,20.0,18.75,10.0
Tottenham,Bournemouth,5,0,10.0,14.0,7.0,4.0,5,Home Wins,70.0,28.57142857142857,50.0,0.0
Watford,Chelsea,1,2,10.0,10.0,2.0,4.0,-1,Away Wins,20.0,40.0,10.0,20.0
Southampton,West Ham,1,2,11.0,16.0,5.0,5.0,-1,Away Wins,45.45454545454545,31.25,9.090909090909092,12.5
Brighton,Everton,1,0,11.0,13.0,3.0,4.0,1,Home Wins,27.27272727272727,30.76923076923077,9.090909090909092,0.0
Fulham,Huddersfield,1,0,14.0,9.0,5.0,5.0,1,Home Wins,35.714285714285715,55.55555555555556,7.142857142857142,0.0
Leicester,Cardiff,0,1,16.0,12.0,7.0,3.0,-1,Away Wins,43.75,25.0,0.0,8.333333333333332
Liverpool,Arsenal,5,1,15.0,8.0,10.0,2.0,4,Home Wins,66.66666666666666,25.0,33.33333333333333,12.5
Tottenham,Wolves,1,3,10.0,11.0,3.0,4.0,-2,Away Wins,30.0,36.36363636363637,10.0,27.27272727272727
Watford,Newcastle,1,1,12.0,8.0,5.0,2.0,0,Draw,41.66666666666667,25.0,8.333333333333332,12.5
Burnley,West Ham,2,0,17.0,11.0,5.0,4.0,2,Home Wins,29.411764705882355,36.36363636363637,11.76470588235294,0.0
Crystal Palace,Chelsea,0,1,4.0,12.0,0.0,4.0,-1,Away Wins,0.0,33.33333333333333,0.0,8.333333333333332
Man United,Bournemouth,4,1,11.0,7.0,8.0,3.0,3,Home Wins,72.72727272727273,42.857142857142854,36.36363636363637,14.285714285714285
Southampton,Man City,1,3,5.0,14.0,4.0,6.0,-2,Away Wins,80.0,42.857142857142854,20.0,21.428571428571427
Arsenal,Fulham,4,1,16.0,9.0,9.0,4.0,3,Home Wins,56.25,44.44444444444444,25.0,11.11111111111111
Cardiff,Tottenham,0,3,6.0,13.0,3.0,4.0,-3,Away Wins,50.0,30.76923076923077,0.0,23.076923076923077
Everton,Leicester,0,1,17.0,8.0,2.0,4.0,-1,Away Wins,11.76470588235294,50.0,0.0,12.5
Bournemouth,Watford,3,3,25.0,11.0,12.0,3.0,0,Draw,48.0,27.27272727272727,12.0,27.27272727272727
Chelsea,Southampton,0,0,17.0,6.0,6.0,2.0,0,Draw,35.294117647058826,33.33333333333333,0.0,0.0
Huddersfield,Burnley,1,2,9.0,16.0,2.0,8.0,-1,Away Wins,22.22222222222222,50.0,11.11111111111111,12.5
Newcastle,Man United,0,2,14.0,16.0,3.0,7.0,-2,Away Wins,21.428571428571427,43.75,0.0,12.5
West Ham,Brighton,2,2,13.0,13.0,6.0,6.0,0,Draw,46.15384615384615,46.15384615384615,15.384615384615385,15.384615384615385
Wolves,Crystal Palace,0,2,9.0,17.0,1.0,4.0,-2,Away Wins,11.11111111111111,23.52941176470588,0.0,11.76470588235294
Man City,Liverpool,2,1,9.0,7.0,4.0,5.0,1,Home Wins,44.44444444444444,71.42857142857143,22.22222222222222,14.285714285714285
Brighton,Liverpool,0,1,7.0,10.0,0.0,3.0,-1,Away Wins,0.0,30.0,0.0,10.0
Burnley,Fulham,2,1,11.0,12.0,0.0,4.0,1,Home Wins,0.0,33.33333333333333,18.181818181818183,8.333333333333332
Cardiff,Huddersfield,0,0,3.0,14.0,0.0,2.0,0,Draw,0.0,14.285714285714285,0.0,0.0
Chelsea,Newcastle,2,1,10.0,9.0,6.0,2.0,1,Home Wins,60.0,22.22222222222222,20.0,11.11111111111111
